title,text,subject,date
Akun WhatsApp Pj Bupati Cirebon, Rahmah. Saber Hoaks Kota Cirebon memastikan nomor yang beredar bukan milik Wahyu Mijaya. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: WHATSAPP ===NARASI:PJ BUPATI ,News,29-May-24
Wanita ODGJ Dijual Ayah Kandungù," Evarizma Zahra. Konten yang menyesatkan. Video yang menunjukkan seorang ayah membonceng anaknya yang berpakaian terbuka dengan sepeda bukan untuk menjual anaknya, tetapi ",News,29-May-24
Erick Thohir: PSSI Butuh 150 Pemain Naturalisasiù," Evarizma Zahra. Konten yang menyesatkan. Erick Thohir menyatakan bahwa PSSI butuh 150 pemain bagus untuk lintas umur dalam jangka panjang, bukan 150 ",News,29-May-24
Mike Tyson siap membayar $10 Juta Dolar untuk setiap orang yang menikahi putrinyaù., Evarizma Zahra. Konten palsu. Mike Tyson telah memberikan klarifikasi bahwa beliau tidak pernah mengatakan hal tersebut. ===== KATEGORI: KONTEN PALSU ===== Sumber: ,News,28-May-24
Rumah-Rumah Hancur Akibat Pantai Selatan Mengamuk," Amanda Rahma Faktanya, unggahan tersebut tidak menyebutkan bahwa Panti Selatan menggulung rumah-rumah warga. Isi video hanya membacakan artikel tentang peringatan dini gelombang ",News,28-May-24
Presiden Iran Masih Hidup,"Hasil periksa fakkta Amanda Rahma Faktanya, Presiden Iran dinyatakan meninggal akibat kecelakaan helikopter pada 19 Mei 2024 dan telah dimakamkan pada 23 Mei 2024. ====[KATEGORI] ",News,28-May-24
Angin Tornado Menggulung wilayah ini," Amanda Rahma Faktanya, isi video tersebut tidak menyebutkan megenai angin tornado di suatu wilayah. Narator dalam video tersebut hanya menyampaikan peringatan dini ",News,28-May-24
"Inul Daratista Bagikan Uang 45 Juta Ke Nasabah BRI, BNI, Mandiri, dan BCA"," Amanda Rahma Faktanya, akun yang mengunggah video Inul membagikan hadiah sejumlah 45 jt tidaklah benar. Akun tersebut bukan milik Inul dan dapat ",News,28-May-24
RS Sri Ratu Medan Resmi Ditutup,"Periksa Fakta Vania. Faktanya, dalam akun resmi instagram RS Sri Ratu Medan masih beroperasi hingga saat ini. ===== KATEGORI: Konten palsu ===== Sumber: Tiktokhttps://bit.ly/3wGCUYN ===== Narasi ",News,28-May-24
Rekaman Detik ì Detik Jatuhnya Helikopter Ebrahim Raisi,"Periksa Fakta Vania. Faktanya, video tersebut merupakan rekaman video dari salah satu penyintas jatuhnya helikopter di hutan Panama pada 10 Agustus 2022, bukan video rekaman jatuhnya ",News,28-May-24
Rekaman Kepanikan Di dalam Pesawat Singapore Airlines Akibat Turbulensi,"Periksa Fakta Vania. Faktanya, rekaman video tersebut merupakan rekaman dari pesawat maskapai Bulgaria ALK Airline yang mengalami turbulensi pada 16 Juni 2019. ===== KATEGORI: Konteks yang ",News,28-May-24
Situs Judi Online Raffi Ahmad,"Periksa Fakta Vania. Faktanya, tidak ada bukti yang mengatakan bahwa situs tersebut merupakan situs judi online Raffi Ahmad. Raffi juga telah membantah isu mengenai kepemilikan situs ",News,28-May-24
Raffi Ahmad dan Rudy Salim Membuat Proyek Baru Legalisasi Judi Online Bersama Menkominfo,"Periksa Fakta Vania. Faktanya, video tersebut identik dengan salah satu video unggahan Prestige Productions mengenai pembangunan proyek taman hiburan malam Phantom, kemudian menurut Budi Arie Setiadi ",News,28-May-24
"Artikel Kepoin News dengan judul Maruf Amin: Kas Negara menipis, Minta Agar Rakyat Sisihkan Bantu Negaraù"," Luthfiyah Posting Facebook berupa tangkapan layar artikel Kepoin News dengan judul Maruf Amin: Kas Negara menipis, Minta Agar Rakyat Sisihkan Bantu Negaraù ",News,28-May-24
Denda Rp500Juta Jika Mengonsumsi Obat Herbal dan Menolak Vaksinasi Akibat Perjanjian WHO Pandemy Treaty, Moch. Marcellodiansyah Tidak ditemukan sumber valid yang membenarkan klaim tersebut. Faktanya WHO Pandemi Treaty merupakan perjanjian untuk mengatasi persoalan kesiapsiagaan jika terjadi ,News,28-May-24
Video Lokasi Shooting Pendaratan Apollo di Bulan Telah Ditemukanù, Moch. Marcellodiansyah Faktanya lekukan gunung latar belakang yang diklaim merupakan tempat shooting pendaratan Apollo di bulan berbeda dengan gunung di bulan dekat ,News,28-May-24
Presiden Jokowi dan Kejagung Temukan Bukti Korupsi Timah Rp 271 T, Ainayya. Unggahan video yang mengklaim bahwa Presiden Jokowi dan Kejagung telah menemukan bukti kasus korupsi timah yang merugikan negara hingga Rp 271 ,News,28-May-24
Suhartoyo Meninggal Dunia," Luthfiyah Informasi Suhartoyo meninggal dunia tidak benar. Faktanya, Suhartoyo merupakan Pimpinan Mahkamah Konstitusi Republik Indonesia pada 22 Mei 2024 masih menghadiri sidang ",News,28-May-24
Presiden Jokowi Sita Aset Hasil Korupsi Timah Milik Harvey Moeis," Ainayya. Unggahan video yang mengklaim bahwa Presiden Jokowi telah menyita aset hasil korupsi timah milik Harvey Moeis merupakan konten yang dimanipulasi. Faktanya, ",News,28-May-24
Ketua KPU Hasyim Asyari Meninggal Dunia," Luthfiyah Informasi Ketua KPU, Hasyim Asyari meninggal dunia tidak benar. Faktanya, Hasyim pada hari ini 22 Mei 2024 masih menghadiri sidang etik ",News,28-May-24
Foto-foto Puing Jatuhnya Helikopter yang Ditumpangi Presiden Iran," Moch. Marcellodiansyah Faktanya foto-foto tersebut merupakan jatuhnya pesawat latih milik Iran yang mengalami kecelakaan pada April 2020, bukan puing jatuhnya helikopter yang ",News,28-May-24
Video Tepung Gorengan Dicampur dengan Narkoba," Luthfiyah Video tepung gorengan dicampur dengan narkoba tidak benar. Faktanya, video tersebut merupakan video saat Subdit 3 Ditresnarkoba Polda Metro Jaya berhasil ",News,28-May-24
"Berkat Bantuan FIFA, Indonesia Masuk ke Olimpiade Paris"," Moch. Marcellodiansyah Tidak ditemukan sumber pemberitaan valid yang membenarkan klaim tersebut. Pada laman resminya, FIFA tidak menyebut bahwa Indonesia menjadi salah satu ",News,28-May-24
Potret Ribuan Mahasiswa Demonstrasi Kuasai Jalan Pada Tahun 1989ù, Moch. Marcellodiansyah Faktanya foto tersebut merupakan cuplikan dari video parade penggemar Taylor Swift di Jakarta yang baru beredar di TikTok pada 29 ,News,28-May-24
Bahaya Terkait WHO Pandemic Treaty, Raymondha Elsha Klaim bahaya terkait WHO Pancemic Treaty adalah tidak benar. Faktanya Pandemic Treaty disusun untuk mencegah potensi terjadinya pandemi di masa ,News,28-May-24
Pemasangan Microchip Melalui Vaksinasi di Indonesia, Raymondha Elsha Klaim yang mengatakan Indonesia mulai memasang microchip melalui vaksin adalah tidak benar. Faktanya vaksin Covid-19 yang digunakan di Indonesia tidak ,News,28-May-24
Ferdy Sambo Selamat dari Hukuman Mati dan Sedang Liburan di Luar Negeri," Vinanda (Relawan Mafindo) Faktanya, tidak ditemukan informasi yang valid terkait klaim bahwa Ferdy Sambo selamat dari hukuman mati dan sedang menikmati liburan ",News,28-May-24
SRI MULYANI BEKUK OKNUM DI BEA CUKAI," Pekik Jalu Utomo.Tidak ditemukan pemberitaan terkait Sri Mulyani bekuk oknum di Bea Cukai. Selain thumbnail merupakan hasil manipulasi, video tersebut hanya berisi ",News,27-May-24
ùòóùòùòñùòéùòùòàùòî 2024 ùò£ùò¢ùò®ùò ùò¥ùò¶ùòÆùò∂ùò¢ ùòØùò¢ùò¥ùò¢ùò£ùò¢ùò© BANK JATIM ùò∫ùò¢ùòØùò® ùò¥ùò∂ùò•ùò¢ùò© ùòÆùò¶ùòØùò®ùò®ùò∂ùòØùò¢ùò¨ùò¢ùòØ LAYANAN Mobile Banking/ùòöùòÆùò¥ ùòâùò¢ùòØùò¨ùòØùò®ù,"Akun palsu. Di akun Facebook resmi milik Bank Jatim, tidak terdapat informasi bagi-bagi undian berhadiah yang meliputi ratusan unit mobil, ribuan unit motor, hingga paket ",News,27-May-24
Penangkapan Linda Sahabat Vina dalam kasus pembunuhan Vina Cirebon," Arief Putra Ramadhan. Bukan penangkapan Linda dalam kasus kematian Vina, melainkan penangkapan perempuan asal Aceh yang mencuri emas demi berlibur dan membeli ",News,27-May-24
Demo DPR RI 12 Mei 2024 Banjir Darah, Vendra Panji Faktanya dalam kejadian demo di gedung DPR pada 12 Mei 2024 kemarin tidak ada artikel-artikel yang menyebutkan adanya korban akibat ,News,27-May-24
Prabowo Batalkan Makan Siang Gratis Karena Beras Mahal," Vendra Panji Faktanya isi video tidak ditemukan adanya penjelasan mengenai pembatalan program makan siang gratis diakibatkan beras yang mahal, isi video hanya ",News,27-May-24
"Indonesia Diterpa Gelombang Panas, Muncul Larangan untuk Minum Air Dingin"," Vendra Panji Faktanya dilansir dari artikel Liputan6 tidak ada larangan mengenai meminum minuman dingin ketika cuaca panas, kemudian menurut Kepala BMKG, Dwikorita ",News,27-May-24
Video Dokter Richard Berisi Ajakan Bergabung di Situs Judi Online, Panji Faktanya video tersebut merupakan hasil manipulasi dengan memakai teknologi AI untuk mengubah suara Dr. Richard seolah sedang mempromosikan sebuah situs judi. ,News,27-May-24
Tangkapan Layar Judul Berita Detik: Prabowo Subianto siap terjunkan 80 Kopasus untuk penjagaan Kejagung Dan keluarga," Vinanda (Relawan Mafindo) Faktanya, tidak ditemukan judul berita yang valid terkait tangkapan layar tersebut. Konten ini merupakan hasil suntingan menggunakan Inspect Element. ",News,27-May-24
Video AI Lagu Baru Iwan Fals Tikus & Macanù," Vinanda (Relawan Mafindo) Bukan lagu baru. Faktanya, audio yang beredar merupakan hasil buatan AI dan video yang ditampilkan merupakan kompilasi dari dua ",News,27-May-24
Presiden Jokowi Permalukan Harvey Moeis atas Kasus Korupsi Timah," Ainayya. Unggahan video yang mengklaim bahwa Presiden Joko Widodo mempermalukan Harvey Moeis atas kasus korupsi timah merupakan konten yang dimanipulasi. Faktanya, video ",News,27-May-24
Red Sparks Harumkan Nama Indonesia dengan Cetak Skor 90, Ainayya. Unggahan video yang mengklaim bahwa tim voli Red Sparks kembali mengharumkan nama Indonesia dengan keberhasilannya mencetak skor 90 merupakan konten yang ,News,27-May-24
Prabowo Mengamuk Usai Sri Mulyani Beberkan Kasus Korupsinya, Raymondha Klaim Prabowo mengamuk karena Sri Mulyani membeberkan kasus korupsinya adalah tidak benar. Faktanya narator hanya membacakan artikel yang memuat opini bahwa ,News,27-May-24
Efek Samping Vaksin AstraZeneca Berkaitan dengan Agenda Lenyapnya Seluruh Manusia pada 2025, Moch. Marcellodiansyah Faktanya efek samping AstraZeneca yang akhir-akhir ini ramai diperbincangkan karena bisa menyebabkan pembekuan darah dan jumlah trombosit yang rendah jarang ,News,27-May-24
Gelombang Tinggi Seperti Tsunami Hantam Maluku pada 26 Mei 2024, Raymondha Elsha Faktanya isi video tersebut jelas berbeda dengan apa yang diklaim pada judul video mengenai adanya gelombang tinggi seperti tsunami yang ,News,27-May-24
"saya King kevin 200 orang tercepat yang mengucapkan {HADIR} aku transfer 25 juta , secara acakù",Akun palsu. Akun Facebook resmi milik Samuel Kevin atau yang dikenal sebagai King Kevin adalah King Kevinù dengan alamat facebook.com/100079282758342 yang sudah terverifikasi. Selengkapnya di bagian ,News,27-May-24
Mira Hayati berbagi THR 35 juta Rupiah melalui akun Facebook Mira Hayatiù,Akun palsu. Akun Facebook Mira Hayati adalah Mira Hayati (facebook.com/mira.hayati17) yang terlampir di bio akun Instagram resmi Mira Hayati (instagram.com/mirahayati29). Selengkapnya di bagian PENJELASAN dan ,News,27-May-24
Ivan Gunawan berbagi hadiah melalui akun Facebook Igun Berbagiù,Akun palsu. Akun Facebook asli milik Ivan Gunawan adalah facebook.com/FashionGuruIvanGunawan yang sudah memilik tanda verifikasi centang biru. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== Akun ,News,27-May-24
Akun Tiktok Tiruan @jusuf_hameka Berisi Konten Giveaway, Panji Tidak benar bahwa akun Tiktok tersebut milik Jusuf Hamka karena melalui Instagram resminya ia telah memberitahukan jika dirinya tidak pernah membuat ,News,26-May-24
Hotman Paris dan Raffi Ahmad Berikan Rekomendasi Situs Judi Online, Panji Faktanya video tersebut merupakan hasil manipulasi dengan memakai teknologi AI untuk mengubah suara Hotman Paris dan Raffi Ahmad seperti sedang mempromosikan ,News,26-May-24
Presiden Jokowi Marah Setelah Tahu Prabowo Ingin Merebut Jabatannya," Vendra Panji Faktanya isi video tidak membuktikan mengenai benar adanya klaim bahwa Jokowi murka kepada Prabowo, isi video lebih banyak berisi mengenai ",News,26-May-24
Giveaway Uang 10 Juta dengan Menebak Nama Hewan oleh Akun yang Mengatasnamakan Baim Wong," Vendra Panji Faktanya akun tersebut merupakan akun tiruan dari Baim Wong, jika kita cek di Facebook maka akun asli Baim Wong adalah ",News,26-May-24
Najwa Shihab Promosikan Situs Judi dengan Beberapa Tokoh Politik, Panji Faktanya video tersebut merupakan hasil manipulasi dengan memakai teknologi AI untuk mengubah suara Najwa Shihab dan beberapa tokoh politik tersebut seperti ,News,26-May-24
"Setelah Dilantik Menjadi Presiden, Prabowo Bongkar Aib Jokowi", Vendra Panji Faktanya isi video hanya menjelaskan tentang pernyataan dari Prabowo jika kedekatan dan dukungan politik dari Presiden Jokowi menguntungkan dirinya dalam ,News,26-May-24
"Tangkapan Layar Berita Detik Jabar, Kemunculan hacker bjorka menanggapi kasus Vina_Cirebonù"," Vinanda (Relawan Mafindo) Faktanya, tangkapan layar judul berita tersebut merupakan hasil suntingan menggunakan Inspect Element. Tidak ditemukan bukti yang valid dari judul ",News,26-May-24
AKUN WHATSAPP SEKDA CIAMIS, Rahmah. Pemkab Ciamis menyatakan nomor WhatsApp yang beredar dipastikan pesan penipuan. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: WHATSAPP ===NARASI:P: Jadi mohon izin ,News,25-May-24
Surat Edaran Seminar Nasional Mengatasnamakan PPSDM Ketenagakerjaan, Rahmah. PPSDM Ketenagakerjaan menginformasikan surat edaran tersebut palsu. KATEGORI: KONTEN PALSU ===SUMBER: FLYER ===NARASI:Nomor: I/173/SI-SEMNAS/V/2024Sifat: SegeraLampiran: 6 (Enam) BerkasPerihal: Undangan Seminar Nasional ,News,25-May-24
: Beras Beracun 1 juta Ton Dari Cinaù," Yudho Ardi Faktanya, tidak benar video yang memperlihatkan seorang ibu mengalami keracunan setelah mengonsumsi beras yang diduga berasal dari China. Pernyataan ini ",News,25-May-24
: Kebiasaan Setelah Makan Penyebab Strokeù," Yudho Ardi Informasi yang  faktanya kebiasaan setelah makan seperti langsung mandi, langsung tidur, langsung minum teh, langsung makan buah, langsung olahraga, ",News,25-May-24
: Harimau Mati Tertabrak Kendaraan di Tol Pekanbaru-Dumaiù," Yudho Ardi Informasi yang  faktanya peristiwa itu terjadi di Lebuhraya Pantai Timur (LPT), Kilometer 50.8 arah Kuala Lumpur, pada Kamis (16/05/2024). ",News,25-May-24
: Ibu mertua Kaesang akan menikah dengan Prabowo, Raka. [FAKTANYA]: Narasi mengenai Prabowo akan menikahi mertua Kaesang merupakan hoaks. Dahnil Anzar Simanjuntak memastikan kabar tersebut tidak benar. ==== [KATEGORI]: Konten ,News,25-May-24
Tarif Listrik Naik Bulan Mei 2024ù, Moch. Marcellodiansyah Faktanya PLN pada Maret 2024 telah mengkonfirmasi bahwa harga listrik untuk periode April-Juni 2024 tidak ada kenaikan sebagai upaya mendukung ,News,25-May-24
Link Pendaftaran Penerima Bansos PKH 2024, Moch. Marcellodiansyah Faktanya cara pendaftaran online Bansos PKH dilakukan melalui aplikasi Cek Bansosù yang secara resmi disediakan Kementerian Sosial di Play Store ,News,25-May-24
Video Kedatangan Pasukan Rusia di Gaza Disambut Rakyat Palestina, Moch. Marcellodiansyah Faktanya video tersebut berada di Suriah saat pasukan Rusia ingin melakukan patroli pada 2020 lalu. Tidak ada kaitannya dengan situasi ,News,25-May-24
Pernyataan Mengejutkan dari Pelatih Portugal Jelang Lawan Indonesia Bikin Se-Asia Kaget, Moch. Marcellodiansyah Tidak ditemukan sumber valid yang membenarkan adanya pernyataan dari pelatih Timnas Portugal yang berkaitan dengan pertandingan melawan Indonesia. Sedangkan Exco ,News,25-May-24
Dumatno Budi Utomo Pemilik Asli Foto Wisuda yang Diakui Jokowiù, Moch. Marcellodiansyah Faktanya toga wisuda yang dikenakan dalam foto tersebut merupakan toga wisuda UGM serupa dengan toga yang dikenakan Jokowi pada saat ,News,25-May-24
Detik-detik Helikopter Presiden Iran Jatuh, Raymondha Klaim mengenai helikopter Presiden Iran ditembak laser luar angkasa adalah salah. Faktanya foto tersebut merupakan foto dari peristiwa jatuhnya helikopter di ,News,25-May-24
Gelombang Dahsyat 12 Meter Gulung Rumah di Aceh pada 23 Mei 2024, Raymondha Elsha Faktanya isi video tersebut jelas berbeda dengan apa yang diklaim pada judul video mengenai adanya gelombang tinggi 12 meter yang ,News,25-May-24
Video Turbulensi Pesawat Singapore Airlines, Raymondha Faktanya video tersebut merupakan peristiwa turbulensi yang dialami pesawat ALK Airlines pada 15 Juni 2019. =========== [KATEGORI]: Konteks yang salah =========== ,News,25-May-24
Tsunami di Sukabumi pada 22 Mei 2024, Raymondha Elsha Faktanya isi video tersebut jelas berbeda dengan apa yang diklaim pada judul video mengenai adanya Tsunami di Sukabumi. =========== [KATEGORI]: ,News,25-May-24
PUSKESMAS MERGANGSAN LAKUKAN PEMESANAN NASI KOTAK MELALUI PEGAWAI,Puskesmas Mergangsan melalui akun Instagram resminya menyatakan jika pihaknya tidak melakukan pemesanan seperti halnya yang tengah beredar.  WHATSAPP ,News,24-May-24
AKUN FACEBOOK PJ BUPATI KABUPATEN BENER MERIAH Drs Haily Yoga Sipù,Akun tersebut PALSU. Hal tersebut telah diklarifikasi oleh pemerintahan setempat melalui situs benermeriahkab.go.id. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN === SUMBER: FACEBOOK Arsip https://archive.fo/wip/dIpQW === NARASI: (tidak terdapat ,News,24-May-24
AKUN WHATSAPP KADIN DISKOMINFO KABUPATEN PANGANDARAN 085399668883ù,"Akun tersebut PALSU dan telah diklarifikasi oleh Dinas Kominfo setempat.  WHATSAPP === NARASI: A: PagiIni Wa Bpk Tks, ",News,24-May-24
JOKOWI INGATLAH PERINTAH SAYA TETAPLAH KAMU GOBLOK SAMPAI MATIù,Informasi tersebut TIDAK BENAR. Tidak ditemukan adanya pernyataan resmi dari Jokowi seperti halnya klaim yang beredar. KATEGORI: PARODI === SUMBER: FACEBOOK Arsip https://archive.fo/wip/fJJK0 === NARASI: INGAT ,News,24-May-24
SURAT EDARAN PENEMPATAN TENAGA KESEHATAN DAN PERESMIAN RSUD RUPAT UTARA,Surat tersebut PALSU. Pemerintah Kabupaten Bengkalis telah melakukan klarifikasi melalui bengkaliskab.go.id dan menyatakan jika surat tersebut tidak diterbitkan oleh pemkab Bengkalis. KATEGORI: IMPOSTER CONTENT/ KONTEN ,News,24-May-24
DPR BERHASIL BONGKAR KORUPSI BESAR ISTANA," Pekik Jalu Utomo.Faktanya judul dan isi video tidak berkaitan. Selain thumbnail merupakan hasil rekayasa, video tersebut hanya berisi cuplikan dari beberapa peristiwa ",News,24-May-24
ANIES TURUN BERSAMA MAHASISWA DUDUKI DPR AKIBAT UKT NAIK, Pekik Jalu Utomo.Faktanya tidak ditemukan pemberitaan terkait Anies Baswedan turun bersama mahasiswa duduki DPR akibat UKT naik. Video tersebut hanya berisi gabungan ,News,24-May-24
KORUPSI MAKAN SIANG GRATIS TERBONGKAR," Pekik Jalu Utomo.Faktanya tidak ditemukan informasi terkait korupsi makan siang gratis terbongkar. Selain thumbnail merupakan hasil manipulasi, video tersebut hanya berisi cuplikan ",News,24-May-24
Harvey Moeis Dijuluki sebagai òRaja Korupsi oleh Media Asing," Ainayya. Unggahan video yang mengklaim bahwa Harvey Moeis mendapat julukan sebagai òRaja Korupsi oleh media asing merupakan konten yang dimanipulasi. Faktanya, ia ",News,24-May-24
Sandra Dewi Masuk Rumah Sakit Jiwa Usai Semua Asetnya Disita Negara," Ainayya. Unggahan video yang mengklaim bahwa Sandra Dewi masuk rumah sakit jiwa setelah semua asetnya disita negara merupakan konten yang dimanipulasi. Faktanya, ",News,24-May-24
Sandra Dewi Putuskan Berhijab Setelah Harvey Moeis Divonis Hukuman Mati, Ainayya. Unggahan video yang mengklaim bahwa Sandra Dewi memutuskan untuk berhijab setelah sang suami resmi divonis mati atas kasus korupsi timah merupakan ,News,24-May-24
Pegawai Kristen Jadi Petugas Haji," Amanda Rahma Faktanya, pegawai Kristen yang dimaksud hanya bertugas untuk melayani pemberangkatan dan pemulangan jemaah di Kota Parepare. Pegawai tersebut tidak ikut ",News,24-May-24
Jusuf Hamka Bagikan Uang 50 Juta Dengan Tebak Nama Kota," Amanda Rahma Faktanya, postingan tersebut tidak benar. Jusuf Hamka tidak memiliki akun Facebook sehingga postingan tersebut dapat mengarah kepenipuan dan pencurian data ",News,24-May-24
IKN Batal Jadi Ibukota Negara," Amanda Rahma Faktanya, postingan tersebut memuat sebuah artikel yang menjelaskan bahwa saat disahkannya UU DKJ pada 25 April 2024, IKN belum resmi ",News,24-May-24
Gaji ke-13 untuk PNS Akan Dihentikanù, Moch. Marcellodiansyah Faktanya PP No. 14 tahun 2024 menjelaskan bahwa PNS yang sedang cuti atau di luar tanggungan negara yang tidak termasuk ,News,23-May-24
"Jurnalis Dilarang Investigasi Takut Terbongkar Hasil Pemilu Sebenarnya, Prabowo 23,69%ù", Moch. Marcellodiansyah Faktanya data yang dijadikan bukti dalam postingan tersebut merupakan data kesalahan input angka realcount yang ditayangkan CNN Indonesia. Atas kejadian ,News,23-May-24
"Menyambut Ulang Tahun, Yamaha Bagi-bagi Hadiah 30 Unit Motor", Moch. Marcellodiansyah Faktanya akun resmi Yamaha Motor Indonesia di berbagai sosial media tidak memberikan informasi mengenai bagi-bagi hadiah 30 unit motor. = ,News,23-May-24
: Covid-19 merupakan konspirasi Rockefeller Foundation, Raka. [FAKTANYA]: Klaim yang menyatakan bahwa COVID-19 adalah hasil dari konspirasi yang direncanakan sebelumnya adalah tidak tepat. Tidak ada bukti yang mendukung ,News,23-May-24
Sri Mulyani Memarahi Pihak Bea Cukai,"Periksa Fakta Vania. Faktanya, Suara dalam rekaman tersebut merupakan suara dari Yuni TKW Hongkong yang sedang mengeluhkan pajak bea cukai. ===== KATEGORI: Konten yang menyesatkan ===== ",News,22-May-24
Ular Piton Menelan Anak Kecil,"Periksa Fakta Vania. Faktanya, video tersebut merupakan video gabungan dari 2 video yang berbeda, klip pertama merupakan video evakuasi ular di Malaysia, kemudian klip kedua merupakan ",News,22-May-24
Gunung Merapi Alami Letusan Hingga 30 Kilometer,"Periksa Fakta Vania.Faktanya, narator dalam video youtube GEMBOK NUSANTARA hanya membaca ulang artikel dari harianjogja.com dan kejadian tersebut terjadi pada 21 Januari 2024. ===== KATEGORI: Konten yang ",News,22-May-24
PDIP Calonkan Anies Dalam Pilkada Jakarta 2024,"Periksa Fakta Vania. Faktanya, keputusan calon yang akan diusung oleh PDIP untuk Pilgub Jakarta akan disampaikan DPP PDIP pada akhir Mei 2024. ===== KATEGORI: Konten yang ",News,22-May-24
Prabowo Tolak Proyek IKN," Amanda Rahma Faktanya, Prabowo masih mendukung terealisasinya IKN bahkan sudah menyiapkan rencana anggaran dengan APBN untuk membiayai proyek IKN. Simak penelusurannya. ====[KATEGORI] ",News,22-May-24
Timnas Indonesia Lolos Piala Dunia 2026 Karena Irak Mundur dari Kualifikasi Pildun," Amanda Rahma Pernyataan tersebut tidaklah benar. Isi video tidak menyebutkan Irak mundur dari kualifikasi Piala Dunia 2026. Selain itu, tim sepak bola ",News,22-May-24
Timnas Guinea Diusir Presiden Prancis Dari Olimpiade," Amanda Rahma Faktanya, unggahan tersebut tidaklah benar. Isi video yang diunggah tidak menyebutkan bahwa Timnas New Guinea diusir dari Olimpiade Paris 2024. ",News,22-May-24
"Pantai Barat Tsunami, Ribuan Jiwa Tak Tertolong"," Amanda Rahma Faktanya, unggahan tersebut tidaklah benar. Narasi yang disampaikan narator dalam video terdapat di artikel yang menjelaskan tentang BMKG Ambon keluarkan ",News,22-May-24
Pesta Pernikahan Menewaskan 25 Orang Di China," Amanda Rahma Faktanya, unggahan tersebut tidak benar. Foto yang digunakan dalam unggahan tersebut ditemukan di laman PikiranRakyat. Peristiwa yang sebenarnya terjadi yaitu ",News,22-May-24
Pesan Messenger Pj Wali Kota Kotamobagu Asripan Nani Menawarkan Jabatan," Rahmah. Akun tiruan. Kepala Dinas Komunikasi dan Informatika (Diskominfo) Kotamobagu, M. Fahri Damopolii meminta masyarakat tidak merespon akun tiruan Facebook tersebut. KATEGORI: ",News,22-May-24
Lowongan Kerja di PT Tunaskarya Indoswasta, Rahmah. PT Tunaskarya Indoswasta menyatakan lowongan yang beredar di Facebook adalah tidak benar. Informasi lowongan kerja hanya melalui media sosial resmi Tunaskarya ,News,22-May-24
Akun WhatsApp Ketua TP PKK Kabupaten Kepulauan Meranti Hj. Ismiatun Asmar, Rahmah. Akun tiruan. Pemda Kabupaten Kepulauan Meranti telah mengonfirmasinya. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: WhatsApp ===NARASI:Hj.Ismatun Asmar.+62 852 1533 1628ù ===PENJELASAN:Artikel ,News,22-May-24
Postingan Instagram Bakesbangpol Kota Bandung Giveaway iPhone, Rahmah. Prokopim Bandung menjelaskan akun Instagram @bakesbangpolkotabandung sedang diretas. Masyarakat diminta tidak mengikuti giveaway tersebut. KATEGORI: KONTEN PALSU SUMBER: Instagramhttps://ghostarchive.org/iarchive/instagram/bakesbangpolkotabandung/3366765732389258873 ===NARASI:SPECIAL ANNIVERSARY ,News,22-May-24
Panggilan Telepon WhatsApp Bupati Bengkalis Kasmarni Memberikan Bantuan PKK, Rahmah. Kasmarni memberikan klarifikasi bahwa tidak pernah melakukan modus penipuan tersebut. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: WHATSAPP ===NARASI:-Narasi tidak ditampilkan- ===PENJELASAN:Artikel ,News,22-May-24
Akun WhatsApp Kapolres Mimika AKBP I Gede Putra, Rahmah. Kapolres Mimika menegaskan akun tersebut bukan miliknya KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: WHATSAPP ===NARASI:-Narasi tidak ditampilkan- ===PENJELASAN:Artikel ini disadur dari ,News,22-May-24
Akun Facebok Mengatasnamakan Kapolres Klaten Warsono, Rahmah. Kasubsi Penmas Seksi Humas Polres Klaten Bripka Tri Siswanto menegaskan Kapolres Klaten bukan pemilik akun Facebook tersebut. KATEGORI: IMPOSTER CONTENT/ KONTEN ,News,22-May-24
Akun Facebook Pj Bupati Lambar Drs Nukmanù, Rahmah. Pj Bupati Lambar Nukman menegaskan akun Facebook yang beredar bukan akun miliknya. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: FACEBOOK ===NARASI:B: Golongan ,News,22-May-24
Pertolongan Pertama Penyakit Stroke dengan Menusuk Jari, Raymondha Elsha Klaim yang mengatakan pertolongan pertama pada orang yang terkena stroke dengan menusukkan jarum di ujung jari-jari adalah tidak benar. Faktanya ,News,21-May-24
Link Pendaftaran Undian untuk Pengguna Livin by Mandiri," Raymondha Akun Facebook yang asli milik Bank Mandiri adalah yang sudah diverifikasi, pada akun asli Mandiri tersebut juga tidak mengunggah informasi mengenai ",News,21-May-24
Bantuan Dana Rp 250 Juta Mengatasnamakan Kerajaan Arab Saudi, Raymondha Klaim mengenai adanya bantuan dana Rp 250 juta dari Kerajaan Arab Saudi untuk masyarakat kurang mampu adalah salah. Informasi tersebut dibagikan ,News,21-May-24
